Tratamento,Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
trat6t1b2,1,05:51:51,"736,499999483116",0,"3,85720160332333","0,41685432545293","787,5613209692",0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,"0,87","0,92","19,9885787963867","0,879994289398193","0,0220304768696314",#DIV/0!,#DIV/0!,#DIV/0!,0,"0,5",#DIV/0!,"3,25994720472362","0,752873947590023","21,8073387145996",2,"4,644859790802",1,"9,289719581604","23,0910739898682","21,8073387145996","22,8659057617188","817,665710449219","813,335632324219","17,683032989502","19,8088569641113","58,8640251159668","65,940559387207","300,624267578125","250,543060302734","138,891036987305","94,3827514648438","-4,67217302322388","-0,360538870096207","0,5","-1,355140209198","7,355140209198",1,0,"0,159999996423721",111105,"1,50312133789063","0,00325994720472362","294,9573387146","296,241073989868","40,0868887524256","-0,357834406319681","2,62248837123638","27,785674082761","7,97681711864966","22,4492063522339","2,72707932805972","0,398952279858605","1,86961442364636","0,857464904413362","0,250894050600263","74,3322044203601","0,968310362498978","71,8547366179056","812,775096334005","0,00341002334519198",0,"220,476462314753",0,#DIV/0!,#DIV/0!
trat6t1b2,2,05:52:02,"747,499998725019",0,"4,66532097989714","0,419203468924972","779,99759923054",0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,"0,87","0,92","19,9885787963867","0,879994289398193","0,0257068070827177",#DIV/0!,#DIV/0!,#DIV/0!,0,"0,5",#DIV/0!,"3,28584295833459","0,754771712777591","21,8238086700439",2,"4,644859790802",1,"9,289719581604","23,1131439208984","21,8238086700439","22,889533996582","813,711242675781","808,840026855469","17,6742916107178","19,8166885375977","58,7565231323242","65,8787155151367","300,665893554688","250,43586730957","138,928756713867","94,3828659057617","-4,67217302322388","-0,360538870096207","0,25","-1,355140209198","7,355140209198",1,0,"0,159999996423721",111105,"1,50332946777344","0,00328584295833459","294,973808670044","296,263143920898","40,0697378739027","-0,362211225070008","2,62512756971792","27,81360307854","7,99691454094227","22,4684762954712","2,73027495852786","0,401103464687205","1,87035585694033","0,859919101587527","0,252255341932953","73,6184088149921","0,964340998631015","71,8184625314218","808,162053395933","0,00414590339380422",0,"220,382133092905",0,#DIV/0!,#DIV/0!
trat6t1b2,3,05:52:13,"758,499997966923",0,"5,68848134313141","0,41634737296823","771,686714535148",0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,"0,87","0,92","19,9885787963867","0,879994289398193","0,0303425205914503",#DIV/0!,#DIV/0!,#DIV/0!,0,"0,5",#DIV/0!,"3,28611963503738","0,759778592253574","21,852668762207",2,"4,644859790802",1,"9,289719581604","23,1007595062256","21,852668762207","22,9134197235107","810,265441894531","804,721862792969","17,6697101593018","19,812536239624","58,7857856750488","65,9148025512695","300,632263183594","250,493240356445","138,985610961914","94,3836364746094","-4,67217302322388","-0,360538870096207","0,25","-1,355140209198","7,355140209198",1,0,"0,159999996423721",111105,"1,50316131591797","0,00328611963503738","295,002668762207","296,250759506226","40,0789175611975","-0,364052007170785","2,62975781033427","27,8624336649893","8,04989742536531","22,4767141342163","2,73164207981676","0,398487910861811","1,8699792180807","0,861662861736064","0,250600205209346","72,8345983369711","0,958948364913108","71,6724839596297","803,895201692409","0,00507165096845843",0,"220,432621046521",0,#DIV/0!,#DIV/0!
trat6t1b2,4,05:52:24,"769,499997208826",0,"5,6655243360931","0,416020166272323","768,23929277265",0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,"0,87","0,92","19,9885787963867","0,879994289398193","0,030240154804388",#DIV/0!,#DIV/0!,#DIV/0!,0,"0,5",#DIV/0!,"3,29792176546087","0,763067387475619","21,8749122619629",2,"4,644859790802",1,"9,289719581604","23,1456737518311","21,8749122619629","22,9358882904053","806,7255859375","801,199035644531","17,6651210784912","19,815502166748","58,611270904541","65,7460403442383","300,651062011719","250,478500366211","138,974548339844","94,3838806152344","-4,67217302322388","-0,360538870096207","0,5","-1,355140209198","7,355140209198",1,0,"0,159999996423721",111105,"1,50325531005859","0,00329792176546087","295,024912261963","296,295673751831","40,0765591628128","-0,365111582254199","2,63333137831288","27,9002236520442","8,08472148529622","22,510293006897","2,73722090485739","0,398188163432651","1,87026399083726","0,866956914020124","0,250410532011527","72,5094056929859","0,958861978852276","71,586922165285","800,375710700593","0,0050673383043872",0,"220,419649939289",0,#DIV/0!,#DIV/0!
trat6t1b2,5,05:52:35,"780,49999645073",0,"5,33740886500784","0,41854728163097","765,853933817296",0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,"0,87","0,92","19,9885787963867","0,879994289398193","0,0287595634339439",#DIV/0!,#DIV/0!,#DIV/0!,0,"0,5",#DIV/0!,"3,3288441489284","0,765751544061516","21,9006690979004",2,"4,644859790802",1,"9,289719581604","23,1644802093506","21,9006690979004","22,9587211608887","802,690490722656","797,374633789063","17,6605339050293","19,8308658599854","58,5297508239746","65,7225646972656","300,675689697266","250,408798217773","138,96809387207","94,3843383789063","-4,67217302322388","-0,360538870096207","0,5","-1,355140209198","7,355140209198",1,0,"0,159999996423721",111105,"1,50337844848633","0,0033288441489284","295,0506690979","296,314480209351","40,065406819312","-0,370907879128509","2,63747469773708","27,9439867147124","8,11312085472701","22,5325746536255","2,74092829879406","0,400502678054601","1,87172315367556","0,869205145118492","0,251875148948982","72,2846168382282","0,960469397149013","71,5383174181596","796,598991219396","0,00479324294637813",0,"220,358312446705",0,#DIV/0!,#DIV/0!
trat6t1b2,6,05:52:40,"785,49999610614",0,"5,03600061801422","0,4173618669689","765,36218307528",0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,"0,87","0,92","19,9885787963867","0,879994289398193","0,0273924413887611",#DIV/0!,#DIV/0!,#DIV/0!,0,"0,5",#DIV/0!,"3,32795392615095","0,767613721412648","21,9112224578857",2,"4,644859790802",1,"9,289719581604","23,1734008789063","21,9112224578857","22,9700603485107","800,864196777344","795,752380371094","17,659351348877","19,8293228149414","58,4937438964844","65,6814270019531","300,645690917969","250,40251159668","139,077514648438","94,3834686279297","-4,67217302322388","-0,360538870096207","0,5","-1,355140209198","7,355140209198",1,0,"0,159999996423721",111105,"1,50322845458984","0,00332795392615095","295,061222457886","296,323400878906","40,0644009599596","-0,370820235821284","2,63917398922976","27,9622483428076","8,1329255278662","22,542311668396","2,74254979828567","0,399417139820724","1,87156026781711","0,870989530468555","0,251188210922276","72,2375375952894","0,961809479876589","71,4837475946174","795,020539030287","0,00452808675236944",0,"220,352780256043",0,#DIV/0!,#DIV/0!
trat6t1b2,7,05:52:49,"785,49999610614",0,"5,03600061801422","0,4173618669689","765,36218307528",1,1,0,0,"491,793212890625","1549,67431640625","987,846801757813",#DIV/0!,"0,682647374558603","0,362545541795734",-1,"0,87","0,92","19,9885787963867","0,879994289398193","0,0273924413887611","0,531087579484436","3,15106893667298",-1,"250,40251159668","0,5","39,9439590520617","3,32795392615095","0,767613721412648","21,9112224578857",2,"4,644859790802",1,"9,289719581604","23,1734008789063","21,9112224578857","22,9700603485107","800,864196777344","795,752380371094","17,659351348877","19,8293228149414","58,4937438964844","65,6814270019531","300,645690917969","250,40251159668","139,077514648438","94,3834686279297","-4,67217302322388","-0,360538870096207","0,5","-1,355140209198","7,355140209198",1,0,"0,159999996423721",111105,"1,50322845458984","0,00332795392615095","295,061222457886","296,323400878906","40,0644009599596","-0,370820235821284","2,63917398922976","27,9622483428076","8,1329255278662","22,542311668396","2,74254979828567","0,399417139820724","1,87156026781711","0,870989530468555","0,251188210922276","72,2375375952894","0,961809479876589","71,4837475946174","795,020539030287","0,00452808675236944",0,"220,352780256043","1057,88110351563","0,362545541795734",#DIV/0!
trat6t1b2l2,8,05:58:48,"1152,99999951758",0,"6,84559382213957","0,396919519131763","673,699530249454",1,1,0,0,"491,793212890625","1549,67431640625","987,846801757813",#DIV/0!,"0,682647374558603","0,362545541795734",-1,"0,87","0,92","19,9885787963867","0,879994289398193","0,0356837990074262","0,531087579484436","3,15106893667298",-1,"250,40251159668","0,5","39,9439590520617","3,44072629396615","0,832217662251511","22,4974632263184",2,"4,644859790802",1,"9,289719581604","23,9736232757568","22,4974632263184","23,7776775360107","718,452331542969","712,26708984375","17,9167385101318","20,1598529815674","56,5556297302246","63,6362037658691","300,596496582031","249,847427368164","139,334854125977","94,3891067504883","-1,44290661811829","-0,37673282623291","0,25","-1,355140209198","7,355140209198",1,0,"0,159999996423721",111105,"1,50298248291016","0,00344072629396615","295,647463226318","297,123623275757","39,9755874853821","-0,380975662193536","2,73508817740283","28,9767354683508","8,81688248678342","23,2355432510376","2,86017258185865","0,380655353301963","1,90287051515132","0,957302066707339","0,239319257308199","63,5898968784695","0,945852391407335","70,0843658297785","711,272274921867","0,00674522427864356",0,"219,864309304814","1057,88110351563","0,362545541795734",#DIV/0!
trat6t1b2l2,9,05:58:59,"1163,99999875948",0,"6,70563185939494","0,396860510832327","672,937699942514",1,1,0,0,"491,793212890625","1549,67431640625","987,846801757813",#DIV/0!,"0,682647374558603","0,362545541795734",-1,"0,87","0,92","19,9885787963867","0,879994289398193","0,0350493197961713","0,531087579484436","3,15106893667298",-1,"250,40251159668","0,5","39,9439590520617","3,45065910894598","0,834712859095574","22,5247440338135",2,"4,644859790802",1,"9,289719581604","24,0069999694824","22,5247440338135","23,8013248443604","717,033203125","710,939575195313","17,9319133758545","20,1813983917236","56,4903869628906","63,5768775939941","300,603912353516","249,832427978516","139,412780761719","94,3894958496094","-1,44290661811829","-0,37673282623291","0,75","-1,355140209198","7,355140209198",1,0,"0,159999996423721",111105,"1,50301956176758","0,00345065910894598","295,674744033813","297,156999969482","39,9731875830921","-0,382439392414902","2,73962487883048","29,024679644391","8,84328125266736","23,265872001648","2,865417776775","0,380601081440825","1,90491201973491","0,960505757040093","0,23928493426871","63,5182502357696","0,946546968858276","70,0431092655741","709,965099816303","0,00661558300744418",0,"219,85110992758","1057,88110351563","0,362545541795734",#DIV/0!
trat6t1b2l2,10,05:59:10,"1174,99999800138",0,"6,40827861198534","0,395585671395542","672,497456032609",1,1,0,0,"491,793212890625","1549,67431640625","987,846801757813",#DIV/0!,"0,682647374558603","0,362545541795734",-1,"0,87","0,92","19,9885787963867","0,879994289398193","0,0336984391370874","0,531087579484436","3,15106893667298",-1,"250,40251159668","0,5","39,9439590520617","3,45480801503924","0,838275647358642","22,5547924041748",2,"4,644859790802",1,"9,289719581604","24,0366268157959","22,5547924041748","23,8254070281982","715,262451171875","709,368408203125","17,9444236755371","20,1965408325195","56,4296722412109","63,5118865966797","300,608947753906","249,820266723633","139,194793701172","94,3901138305664","-1,44290661811829","-0,37673282623291","0,5","-1,355140209198","7,355140209198",1,0,"0,159999996423721",111105,"1,50304473876953","0,00345480801503924","295,704792404175","297,186626815796","39,9712417823543","-0,383173008334573","2,74462943552384","29,0775095414182","8,88096870889865","23,2957096099854","2,87058623975223","0,379428408477577","1,9063537881652","0,964232451587034","0,238543317325931","63,4771114256843","0,94802284434415","69,9651021629574","708,4371447726","0,00632880236566599",0,"219,840408092731","1057,88110351563","0,362545541795734",#DIV/0!
